,title,price,link
10,"realme GT 6T 5G (Fluid Silver,12GB RAM+256GB Storage) | India's 1st 7+ Gen 3 Flagship Chipset | 1.5M + AnTuTu Score | 5500mAh+120W | The World's Brightest Flagship Display  ","35,999",https://amazon.in//realme-Storage-Flagship-Chipset-Brightest/dp/B0D3J8HYDD/ref=sr_1_84?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.K5LwkvmMH4xyX3KDGNyZ1vGV18k1-n_HitQ3Sov8x2ugsGSwZHoBcLarx1nmhYvKzmqVnw-cpkyTmg7rTOQ5P_zRes7fzZOvNgxWb5qJmpWS1N4OjHIxXpvGp33KKw5owY9wW94K90HuUxiPdrBfht0PIKsdQTojEVXT1w3QmHkKOFhAbhablKv75B1LeJd4-dkDB7wB6sU4gOxdrHGh4dVQMgJIQZA-VI057XUgals.pr7Ct_UzqApOz4EVXI1fxEJE6vIFEA0UVFxqDTidfII&dib_tag=se&keywords=mobile&qid=1719500938&sprefix=laptop%2Caps%2C302&sr=8-84
11,"Lava O2 (Imperial Green, 8GB RAM, UFS 2.2 128GB Storage) |AG Glass Back|T616 Octacore Processor|18W fast charging|6.5 inch 90Hz Punch Hole Display|50MP AI Dual Camera|Upto 16GB expandable RAM  ","7,999",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNDUxNTMwODk2OTYxMTc4OjE3MTk1MDA5Mzg6c3BfYnRmOjMwMDE1MjExNjQxNTAzMjo6MDo6&url=%2FLava-O2-Imperial-Green-expandable%2Fdp%2FB0CVL7G8GG%2Fref%3Dsr_1_85_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.K5LwkvmMH4xyX3KDGNyZ1vGV18k1-n_HitQ3Sov8x2ugsGSwZHoBcLarx1nmhYvKzmqVnw-cpkyTmg7rTOQ5P_zRes7fzZOvNgxWb5qJmpWS1N4OjHIxXpvGp33KKw5owY9wW94K90HuUxiPdrBfht0PIKsdQTojEVXT1w3QmHkKOFhAbhablKv75B1LeJd4-dkDB7wB6sU4gOxdrHGh4dVQMgJIQZA-VI057XUgals.pr7Ct_UzqApOz4EVXI1fxEJE6vIFEA0UVFxqDTidfII%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500938%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
12,Apple iPhone 15 Pro (256 GB) - Blue Titanium  ,"1,37,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNDUxNTMwODk2OTYxMTc4OjE3MTk1MDA5Mzg6c3BfYnRmOjMwMDA1NzU5NDUzODIzMjo6MDo6&url=%2FApple-iPhone-15-Pro-256%2Fdp%2FB0CHWZ86W2%2Fref%3Dsr_1_86_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.K5LwkvmMH4xyX3KDGNyZ1vGV18k1-n_HitQ3Sov8x2ugsGSwZHoBcLarx1nmhYvKzmqVnw-cpkyTmg7rTOQ5P_zRes7fzZOvNgxWb5qJmpWS1N4OjHIxXpvGp33KKw5owY9wW94K90HuUxiPdrBfht0PIKsdQTojEVXT1w3QmHkKOFhAbhablKv75B1LeJd4-dkDB7wB6sU4gOxdrHGh4dVQMgJIQZA-VI057XUgals.pr7Ct_UzqApOz4EVXI1fxEJE6vIFEA0UVFxqDTidfII%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500938%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
13,"iQOO Neo9 Pro 5G (Conqueror Black, 8GB RAM, 256GB Storage) | Snapdragon 8 Gen 2 processor | Supercomputing Chip Q1 | Flagship level Sony IMX920 camera  ","36,998",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2MzAyNjgyOTE1MjI5MTc4OjE3MTk1MDA5MDc6c3BfbXRmOjMwMDE0MTY1NTY3MzYzMjo6MDo6&url=%2FiQOO-Conqueror-Snapdragon-processor-Supercomputing%2Fdp%2FB07WFPLWFB%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.6eZbYIIZyxIBxbO1IyRzR98MvlUe77MITh5xt1WMook3_mybeYR57hMnOIsDMvq1F5WANJL_DZM_Enh8hiTjBlhouZzmRYPUTRcCf-6tS2aZtT3IHT_6fFeJyZCx9lXDRa4U--VBibOTeqB6-jVbHft3tzGhD3Q4mBpsp93Hl4PPMo1ODU2hg1o0J9NMOzX1aoQSro9EWyV1mILVD7FekXra4BeGM1c6YDYG-XQE7Lo.q74mP0xOlBWVcthU47IyLlNuD-QXxO6fna3V5mKEskQ%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500907%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
14,Apple iPhone 14 Plus (128 GB) - Blue  ,"64,999",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3Nzk2MDU1ODU5MzU4MTc4OjE3MTk1MDA5NDU6c3BfYXRmX25leHQ6MjAxMTEyMTEyNDM0OTg6OjA6Og&url=%2FApple-iPhone-Plus-128GB-Blue%2Fdp%2FB0BDK62STN%2Fref%3Dsr_1_81_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500945%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
15,Apple iPhone 15 Pro (128 GB) - Blue Titanium  ,"1,27,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3Nzk2MDU1ODU5MzU4MTc4OjE3MTk1MDA5NDU6c3BfYXRmX25leHQ6MzAwMDU3NTk0NTM4MzMyOjowOjo&url=%2FApple-iPhone-15-Pro-128%2Fdp%2FB0CHX2DRGV%2Fref%3Dsr_1_82_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500945%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
16,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 8GB RAM, 128GB Storage)  ","17,630",https://amazon.in//OnePlus-Nord-Pastel-128GB-Storage/dp/B0BY8JZ22K/ref=sr_1_83?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-83
17,"Samsung Galaxy M34 5G (Midnight Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|without Charger  ","14,999",https://amazon.in//Samsung-Midnight-sAMOLED-Display-Security/dp/B0C7C2FCY5/ref=sr_1_84?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-84
18,"POCO M6 Pro 5G (Forest Green, 6GB RAM, 128GB Storage)  ","9,999",https://amazon.in//POCO-Forest-Green-128GB-Storage/dp/B0CDS9PTRQ/ref=sr_1_86?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-86
19,"Redmi 13C (Starfrost White, 6GB RAM, 128GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera  ","8,499",https://amazon.in//Starfrost-Storage-Powered-MediaTek-Display/dp/B0CMTX362W/ref=sr_1_87?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-87
20,"Micromax in Note 1 (Green, 4GB RAM. 128GB Storage), (E7746)  ","6,499",https://amazon.in//Micromax-Note-Green-128GB-Storage/dp/B091J15RHZ/ref=sr_1_88?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-88
21,"Motorola G24 Power (Glacier Blue, 8GB RAM, 128GB Storage)  ","9,999",https://amazon.in//Motorola-Power-Glacier-128GB-Storage/dp/B0CV49HRGW/ref=sr_1_89?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-89
22,"Motorola G84 5G (Marshmallow Blue, 12GB RAM, 256GB Storage) | 50MP (OIS) | 16MP Front Camera | Snapdragon 695 Processor | Ultra Premium Vegan Leather Design | Unbelievable 5G Speeds with 14 5G Bands  ","21,190",https://amazon.in//Motorola-Marshmallow-Snapdragon-Processor-Unbelievable/dp/B0CJQ76RF2/ref=sr_1_90?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-90
23,"Samsung Galaxy M34 5G (Prism Silver,6GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|12GB RAM with RAM+|Android 13|without Charger  ","12,999",https://amazon.in//Samsung-sAMOLED-Display-Battery-Security/dp/B0C7C1DRK5/ref=sr_1_13?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.6eZbYIIZyxIBxbO1IyRzR98MvlUe77MITh5xt1WMook3_mybeYR57hMnOIsDMvq1F5WANJL_DZM_Enh8hiTjBlhouZzmRYPUTRcCf-6tS2aZtT3IHT_6fFeJyZCx9lXDRa4U--VBibOTeqB6-jVbHft3tzGhD3Q4mBpsp93Hl4PPMo1ODU2hg1o0J9NMOzX1aoQSro9EWyV1mILVD7FekXra4BeGM1c6YDYG-XQE7Lo.q74mP0xOlBWVcthU47IyLlNuD-QXxO6fna3V5mKEskQ&dib_tag=se&keywords=mobile&qid=1719500907&sprefix=laptop%2Caps%2C302&sr=8-13
24,"Redmi Note 13 Pro+ (Fusion Purple, 8GB RAM, 256GB Storage) | World's first Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge  ","30,999",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3Nzk2MDU1ODU5MzU4MTc4OjE3MTk1MDA5NDU6c3BfbXRmOjMwMDE1MjgxMjczODYzMjo6MDo6&url=%2FRedmi-Fusion-Storage-Mediatek-HyperCharge%2Fdp%2FB0CRQ8Q3QP%2Fref%3Dsr_1_91_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500945%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
